semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Spring%202016,26686,MCM1701B-S01,MCM1701B,"Hearing Image, Seeing Sound",34,40,135 Thayer Street 101,W,36000,46200
Spring%202016,24135,MCM1700Z-S01,MCM1700Z,What is Happening to Narrative?,28,40,135 Thayer Street 101,W,50400,63000
Spring%202016,24137,MCM2110L-S01,MCM2110L,"Pedestrian Theory: Walking, Working, Waking",3,8,155 George Street 106,T,48000,57000
Spring%202016,24275,MCM2310I-S01,MCM2310I,At the Limits: Media Representation of the Holocaust,9,12,155 George Street 106,W,54000,63000
Spring%202016,24097,KREA0400-S01,KREA0400,Intermediate Korean,988,999,Sayles Hall 105,T,37800,42600
Spring%202016,24123,KREA0200-S02,KREA0200,Korean,5,18,Wilson Hall 103,M,43200,46200
Spring%202016,24088,KREA0200-S01,KREA0200,Korean,10,18,Sayles Hall 105,M,32400,35400
Spring%202016,24112,KREA0600-S01,KREA0600,Advanced Korean,12,18,Sayles Hall 104,M,46800,49800
Spring%202016,24120,KREA0920A-S01,KREA0920A,Korean Culture and Society,11,15,101 Thayer Street (VGQ 1st fl) 116A,T,46800,51600
Spring%202016,26326,EAST1060-S01,EAST1060,"Manly Men, Womanly Women, and Other Variations: The Quest for Becoming in Pre-Modern Chinese Lit",23,30,111 Thayer St-Watson Institute 112,T,52200,57000
Spring%202016,26064,EAST1950X-S01,EAST1950X,"Queer Japan: Culture, History and Sexuality",5,20,Wilson Hall 303,T,52200,57000
Spring%202016,26340,EAST1210-S01,EAST1210,Imagining Modern China,4,20,Sayles Hall 204,W,54000,63000
Spring%202016,24130,EAST1950H-S01,EAST1950H,"Translating Japanese: Short Fiction, Poetry, Film and Manga",5,20,J. Walter Wilson 302,R,57600,66600
Spring%202016,24118,EAST1500-S01,EAST1500,Returnees in China's Modernization,5,20,Sayles Hall 005,M,54000,63000
Spring%202016,26341,EAST1230-S01,EAST1230,Edo Woodblock Printing,11,20,Wilson Hall 303,T,57600,66600
Spring%202016,23966,EGYT1440-S01,EGYT1440,History of Egypt II,989,999,Sayles Hall 204,M,43200,46200
Spring%202016,23965,EGYT1320-S01,EGYT1320,Introduction to Classical Hieroglyphic Egyptian Writing and Language (Middle Egyptian II),991,999,Sayles Hall 300,M,36000,39000
Spring%202016,25605,EGYT0300-S01,EGYT0300,In the Beginning: Cosmos and Creation in the Ancient World,17,20,Wilbour Hall 301,T,37800,42600
Spring%202016,26334,EGYT2530-S01,EGYT2530,The Perception of Time and Space in Ancient Egypt,38,40, ,F,46800,55800
Spring%202016,24880,GREK0200-S01,GREK0200,Essentials of the Greek Language,994,999,Sayles Hall 104,M,43200,46200
Spring%202016,24876,GREK0110-S01,GREK0110,Introduction to Ancient Greek,993,999,Sayles Hall 305,M,39600,42600
Spring%202016,24916,GREK1010-S01,GREK1010,Introduction to Greek Drama,993,999,Sayles Hall 200,T,52200,57000
Spring%202016,24910,GREK1100-S01,GREK1100,Advanced Homer: The Odyssey,988,999,Wilson Hall 104,T,32400,37200
Spring%202016,24936,GREK2110F-S01,GREK2110F,Greek Palaeography and Premodern Book Cultures,35,40,48 College St-Macfarlane House 101,R,57600,66600
Spring%202016,24958,GREK1930B-S01,GREK1930B,Greek Epigraphy,991,999,48 College St-Macfarlane House 101,M,50400,53400
Spring%202016,25282,JUDS0050H-S01,JUDS0050H,Israel's Wars,10,20,J. Walter Wilson 403,T,46800,51600
Spring%202016,24240,JUDS0200-S01,JUDS0200,Elementary Hebrew,10,20,Wilson Hall 305,M,46800,49800
Spring%202016,24241,JUDS0400-S01,JUDS0400,Intermediate Hebrew,12,20,Wilson Hall 305,M,43200,46200
Spring%202016,24242,JUDS0600-S01,JUDS0600,"Issues in Contemporary Israeli Society, Politics, and Culture in Hebrew",16,20,Smith-Buonanno Hall 207,M,36000,39000
Spring%202016,25675,JUDS0090B-S01,JUDS0090B,Readings in Biblical Hebrew,997,999,163 George Street 206,M,32400,35400
Spring%202016,25465,JUDS0902-S01,JUDS0902,History of the Holocaust,8,40,Salomon Center 203,T,37800,42600
Spring%202016,24243,JUDS1602-S01,JUDS1602,Mishnah and Tosefta,37,40,163 George Street 206,W,54000,63000
Spring%202016,25888,JUDS1670-S01,JUDS1670,"Ancient Synagogues, Churches, and Mosques in Palestine",33,40,Wilson Hall 109A,T,57600,66600
Spring%202016,24245,JUDS1713-S01,JUDS1713,Introduction to Yiddish Culture and Language,995,999,163 George Street 206,T,52200,57000
Spring%202016,25887,JUDS1620-S01,JUDS1620,"Jerusalem Since 1850: Religion, Politics, Cultural Heritage",33,40,Sayles Hall 104,M,54000,63000
Spring%202016,26502,JUDS1727-S01,JUDS1727,Early Modern Globalization,18,20,163 George Street 206,R,57600,66600
Spring%202016,26118,JUDS1726-S01,JUDS1726,Jewish Humor and Commercial Entertainment in Early 20th-Century Europe and America,10,20,To Be Determined ,R,57600,66600
Spring%202016,24655,ENVS1410-S01,ENVS1410,Environmental Law and Policy,954,999,Urban Environmental Lab 106,T,52200,57000
Spring%202016,24736,ENVS0495-S01,ENVS0495,Introduction to Environmental Social Science,8,73,CIT Center (Thomas Watson CIT) 165,T,32400,37200
Spring%202016,26361,ENVS0700C-S01,ENVS0700C,Extinction: A Global History,11,20,Urban Environmental Lab 106,F,54000,63000
Spring%202016,24656,ENVS1555-S01,ENVS1555,Urban Agriculture: The Importance of Localized Food Systems ,5,40,Urban Environmental Lab 106,T,46800,51600
Spring%202016,24738,ENVS1580-S01,ENVS1580,Environmental Stewardship and Resilience in Urban Systems,-11,36,Urban Environmental Lab 106,T,37800,42600
Spring%202016,24659,ENVS1925-S01,ENVS1925,Energy Policy and Politics,20,30,Urban Environmental Lab 106,M,54000,63000
Spring%202016,26346,ENVS1700B-S01,ENVS1700B,Watershed Policy + Management: Governance Beyond Borders,17,18,Urban Environmental Lab 106,W,34200,43200
Spring%202016,24660,ENVS1929-S01,ENVS1929,The Fate of the Coast:  Land Use and Public Policy in an Era of Rising Seas,3,20,Urban Environmental Lab 106,T,57600,62400
Spring%202016,24668,ENVS1755-S01,ENVS1755,Globalization and the Environment,6,20,Urban Environmental Lab 106,W,54000,63000
Spring%202016,26356,INTL1803F-S01,INTL1803F,Foreign Policy and the 2016 Presidential Election Campaign,4,20,J. Walter Wilson 503,T,57600,66600
Spring%202016,26350,INTL1803C-S01,INTL1803C,"Violence in Latin America: Causes, Consequences and Possibilities for Change",3,20,111 Thayer St-Watson Institute 112,T,57600,66600
Spring%202016,26355,INTL1803D-S01,INTL1803D,Questioning Growth: Should Nations Get Rich?,9,20,Barus & Holley 158,R,57600,66600
Spring%202016,26348,INTL1803H-S01,INTL1803H,Asian Security: Theory and Practice,4,20,J. Walter Wilson 303,R,57600,66600
Spring%202016,26357,INTL1803I-S01,INTL1803I,Richard Holbrooke and the Rise and Fall of American Power,3,20,111 Thayer St-Watson Institute 138,M,66600,75600
Spring%202016,26659,INTL1803J-S01,INTL1803J,Russia's Escape from Communism,12,20,J. Walter Wilson 501,F,54000,63000
Spring%202016,24921,SANS1400-S01,SANS1400,The Sanskrit Grammatical Tradition,995,999,Wilbour Hall 005,M,34200,39000
Spring%202016,24923,SANS0400-S01,SANS0400,Classical Sanskrit Story Literature,997,999,Wilbour Hall 005,T,32400,37200
Spring%202016,24878,SANS0200-S01,SANS0200,Elementary Sanskrit II,996,999,Wilson Hall 109A,M,43200,46200
Spring%202016,24039,HNDI0400-S01,HNDI0400,Intermediate Hindi-Urdu,994,999,195 Angell Street 211,M,46800,49800
Spring%202016,23987,HNDI0200-S01,HNDI0200,Beginning Hindi or Urdu,985,999,Wilson Hall 104,M,43200,46200
Spring%202016,24199,HIST0150B-S01,HIST0150B,The Philosophers' Stone: Alchemy From Antiquity to Harry Potter,968,999,Bio Med Center 291,M,39600,42600
Spring%202016,25091,HIST0150D-S01,HIST0150D,Refugees: A Twentieth-Century History,835,999,Metcalf Research Building AUD,M,43200,46200
Spring%202016,25876,HIST0247-S01,HIST0247,"Civilization, Empire, Nation: Competing Histories of the Middle East",935,999,Bio Med Center 291,T,37800,42600
Spring%202016,24636,HIST0257-S01,HIST0257,Modern American History: New and Different Perspectives,974,999,85 Waterman Street 015,T,32400,37200
Spring%202016,24156,HIST0234-S01,HIST0234,Modern Latin America ,954,999,Bio Med Center 081,T,46800,51600
Spring%202016,24106,HIST0286B-S01,HIST0286B,History of Medicine II: The Development of Scientific Medicine in Europe and the World,981,999,Wilson Hall 104,M,32400,35400
Spring%202016,23992,HIST0574A-S01,HIST0574A,"The Silk Road, Past and Present",2,20,Smith-Buonanno Hall 207,M,54000,63000
Spring%202016,24637,HIST0522G-S01,HIST0522G,An Empire and Republic: The Dutch Golden Age,12,20,Wilson Hall 109A,R,57600,66600
Spring%202016,24163,HIST1120-S01,HIST1120,At China's Edges,982,999,Smith-Buonanno Hall G12,M,46800,49800
Spring%202016,25742,HIST1060-S01,HIST1060,"Sub-Saharan Africa, c.1850-1946: Colonial Contexts and Everyday Experiences",992,999,70 Brown Street 130,M,46800,49800
Spring%202016,24641,HIST1150-S01,HIST1150,Modern Japan,971,999,Smith-Buonanno Hall G12,M,39600,42600
Spring%202016,24164,HIST1200C-S01,HIST1200C,History of Greece: From Alexander the Great to the Roman Conquest,933,999,Wilson Hall 309,T,37800,42600
Spring%202016,24150,HIST1260D-S01,HIST1260D,"Living Together: Muslims, Christians, and Jews in Medieval Iberia",974,999,Rhode Island Hall 108,T,32400,37200
Spring%202016,25749,HIST1272C-S01,HIST1272C,"Liberty, Equality, Fraternity? The History of Modern France",969,999,Wilson Hall 301,M,39600,42600
Spring%202016,25651,HIST1270C-S01,HIST1270C,"German History, 1806-1945",984,999,Salomon Center 202,M,30600,35400
Spring%202016,24149,HIST1230B-S01,HIST1230B,Birth of Modernist Culture in Fin-de-Siecle Europe,969,999,Wilson Hall 301,M,36000,39000
Spring%202016,24151,HIST1266D-S01,HIST1266D,"British History, 1660-1800",981,999,Wilson Hall 305,M,50400,53400
Spring%202016,24148,HIST1200B-S01,HIST1200B,The Fall of Empire and Rise of Kings: Greek History to 479 to 323 BCE,989,999,Wilson Hall 101,M,36000,39000
Spring%202016,24152,HIST1331-S01,HIST1331,"The Rise and Fall of the Aztecs: Mexico, 1300-1600",968,999,Bio Med Center B13,M,43200,46200
Spring%202016,24206,HIST1554-S01,HIST1554,American Empire Since 1890,909,999,Wilson Hall 302,M,50400,53400
Spring%202016,24154,HIST1835A-S01,HIST1835A,"Unearthing the Body: History, Archaeology, and Biology at the End of Antiquity",986,999,Churchill House 106,M,46800,49800
Spring%202016,24642,HIST1830M-S01,HIST1830M,From Medieval Bedlam to Prozac Nation: Intimate Histories of Psychiatry and Self,927,999,Kassar House FOX,T,37800,42600
Spring%202016,24153,HIST1512-S01,HIST1512,First Nations: The People and Cultures of Native North America to 1800,966,999,Salomon Center 203,M,36000,39000
Spring%202016,24550,HIST1570-S01,HIST1570,American Legal and Constitutional History,919,999,85 Waterman Street 015,M,43200,46200
Spring%202016,24739,HIST1530-S01,HIST1530,"The Intimate State: The Politics of Gender, Sex, and Family in the U.S., 1873-Present",928,999,Bio Med Center 291,T,46800,51600
Spring%202016,24157,HIST1503-S01,HIST1503,Antebellum America and the Road to Civil War,976,999,Salomon Center 203,T,46800,51600
Spring%202016,24623,HIST1967C-S01,HIST1967C,"Making Revolutionary Cuba, 1959-Present",5,20,Wilson Hall 109,R,57600,66600
Spring%202016,24159,HIST1967E-S01,HIST1967E,In the Shadow of Revolution: Mexico Since 1940,9,20,J. Walter Wilson 402,M,54000,63000
Spring%202016,24644,HIST1963L-S01,HIST1963L,"Barbarians, Byzantines, and Berbers:  Early Medieval North Africa, AD 300-1050",4,20,101 Thayer Street (VGQ 1st fl) 116E,M,54000,63000
Spring%202016,24158,HIST1964E-S01,HIST1964E,The English Revolution,13,20,J. Walter Wilson 202,M,54000,63000
Spring%202016,25972,HIST1968L-S02,HIST1968L,Islamic Law and Societies: Evolution and Revolutions,3,20,J. Walter Wilson 501,W,54000,63000
Spring%202016,25822,HIST1965O-S01,HIST1965O,"She's So Chic! Fashion, Gender, and Nationalism in French History",0,20,J. Walter Wilson 303,M,54000,63000
Spring%202016,25090,HIST1970B-S01,HIST1970B,Enslaved! Indians and Africans in an Unfree Atlantic World,12,20,70 Brown Street 130,R,57600,66600
Spring%202016,24160,HIST1967R-S01,HIST1967R,History of Rio de Janeiro,10,20,J. Walter Wilson 302,W,54000,63000
Spring%202016,25469,HIST1969B-S01,HIST1969B,Israel-Palestine: Lands and Peoples II,10,20,111 Thayer St-Watson Institute 114,W,54000,63000
Spring%202016,24209,HIST1974J-S01,HIST1974J,Decolonizing Minds: A People's History of the World,10,20,J. Walter Wilson 301,W,54000,62400
Spring%202016,26184,HIST1976A-S01,HIST1976A,Native Histories in Latin America and North America,17,20,J. Walter Wilson 402,R,57600,66600
Spring%202016,24208,HIST1976E-S01,HIST1976E,The Anthropocene: Climate Change as Social History,16,20,Wilson Hall 204,W,54000,63000
Spring%202016,24212,HIST1974M-S01,HIST1974M,Early Modern Globalization,13,20,163 George Street 206,R,57600,66600
Spring%202016,24646,HIST1972A-S01,HIST1972A,"American Legal History, 1760-1920",3,20,Smith-Buonanno Hall 207,F,54000,63000
Spring%202016,24650,HIST1977I-S01,HIST1977I,"Gender, Race, and Medicine in the Americas",-4,20,J. Walter Wilson 402,W,54000,63000
Spring%202016,24647,HIST1976I-S01,HIST1976I,The World of Isaac Newton,7,20,111 Thayer St-Watson Institute 114,M,54000,63000
Spring%202016,24649,HIST1976R-S01,HIST1976R,Histories of the Future,3,20,Rockefeller Library 412,W,54000,63000
Spring%202016,26265,HIST1979N-S01,HIST1979N,American Charters,9,20,79 Brown St-Peter Green Hse 106,W,54000,63000
Spring%202016,26345,HIST1979M-S01,HIST1979M,"Piracy, Patents and Intellectual Property",9,20,Hillel House STDT LNGE,R,57600,66600
Spring%202016,25795,HIST1979T-S01,HIST1979T,Modernism and Its Critics,8,20,Sayles Hall 205,T,57600,66600
Spring%202016,26235,HIST1979P-S01,HIST1979P,History of Chinese Medicine,8,20,J. Walter Wilson 303,T,57600,66600
Spring%202016,26308,HIST1979U-S01,HIST1979U,"The Business of Empire: History of Capitalism and U.S. Foreign Relations, 1900 to the Present",7,20,J. Walter Wilson 301,F,54000,63000
Spring%202016,26236,HIST1979Q-S01,HIST1979Q,Japanese Film and Animation of the 20th Century,4,20,Barus & Holley 159,T,57600,66600
Spring%202016,26309,HIST1979R-S01,HIST1979R,Scientific Controversies from Creationism to Climate Change,3,20,Wilson Hall 203,T,57600,66600
Spring%202016,26234,HIST1979O-S01,HIST1979O,Comparative Black Power,7,20,J. Walter Wilson 302,T,57600,66600
Spring%202016,25990,HIST1979Y-S01,HIST1979Y,"Peace, Justice and Human Rights in a Global Age",-2,20,Wilson Hall 205,T,57600,66600
Spring%202016,26673,HIST1979V-S01,HIST1979V,Technologies of the Soul: The History of Healing,18,20,Sayles Hall 204,T,57600,66600
Spring%202016,24200,HIST1992-S01,HIST1992,History Honors Workshop for Prospective Thesis Writers,8,25,79 Brown St-Peter Green Hse 106,M,54000,63000
Spring%202016,23990,HIST2950-S01,HIST2950,Professionalization Seminar,34,40,Sharpe House 107,T,46800,55800
Spring%202016,24216,HIST2981J-S01,HIST2981J,The Body,7,21,Sharpe House 107,W,54000,63000
Spring%202016,23989,HIST2980W-S01,HIST2980W,"First Person History in Times of Crisis: Witnessing, Memory, Fiction",13,25,79 Brown St-Peter Green Hse 106,R,57600,66600
Spring%202016,23991,HIST2960-S01,HIST2960,Prospectus Development Seminar,32,40, ,M,32400,41400
Spring%202016,26560,HIST2971R-S01,HIST2971R,Approaches to Middle East History,31,40,Sharpe House 107,M,45000,53400
Spring%202016,24217,HIST2981K-S01,HIST2981K,Ritual Studies For Everyday Life,12,21,Sharpe House 107,M,54000,63000
Spring%202016,24166,POLS0200-S01,POLS0200,Introduction to Comparative Politics,867,999,List Art Center 120,T,52200,57000
Spring%202016,24167,POLS0500-S01,POLS0500,Foundations of Political Analysis,935,999,CIT Center (Thomas Watson CIT) 165,M,36000,39000
Spring%202016,24165,POLS0110-S01,POLS0110,Introduction to Political Thought,913,999,MacMillan Hall 115,T,46800,51600
Spring%202016,24170,POLS1410-S01,POLS1410,International Security in a Changing World,894,999,Smith-Buonanno Hall 106,T,46800,51600
Spring%202016,24172,POLS1740-S01,POLS1740,Politics of Food,936,999,Bio Med Center 291,T,52200,57000
Spring%202016,26363,POLS1821J-S02,POLS1821J,Rhode Island Government and Politics,11,20,J. Walter Wilson 403,F,54000,63000
Spring%202016,25547,POLS1822A-S01,POLS1822A,Nuclear Weapons and International Politics,7,20,Sayles Hall 005,R,57600,66600
Spring%202016,24173,POLS1780-S01,POLS1780,Use of Symbols in American Politics,987,999,Sayles Hall 204,M,30600,35400
Spring%202016,24180,POLS1820J-S01,POLS1820J,Dynamics of Agenda Building,20,20,Sayles Hall 002,M,54000,63000
Spring%202016,24171,POLS1415-S01,POLS1415,Classics of Political Economy,900,999,Wilson Hall 102,T,37800,42600
Spring%202016,26347,POLS1823O-S01,POLS1823O,The Political Economy of Renewable Energy,1,20,Barus & Holley 153,T,57600,66600
Spring%202016,25245,POLS1823Z-S01,POLS1823Z,Gender and Public Policy,4,20,70 Brown Street 130,W,54000,63000
Spring%202016,24168,POLS1130-S01,POLS1130,The American Presidency,883,999,List Art Center 120,T,37800,42600
Spring%202016,24184,POLS1823H-S01,POLS1823H,Public Opinion,12,20,Rockefeller Library A9,M,54000,63000
Spring%202016,25603,POLS1824C-S01,POLS1824C,Political Communication,0,20,Barus & Holley 155,T,57600,66600
Spring%202016,26367,POLS1824E-S01,POLS1824E,Liberalism,12,20,111 Thayer St-Watson Institute 114,F,54000,63000
Spring%202016,26295,POLS1824F-S02,POLS1824F,Meritocracy,10,20,Rockefeller Library 205,T,57600,66600
Spring%202016,24188,POLS1920-S01,POLS1920,Senior Honors Thesis Preparation,8,20,J. Walter Wilson 302,F,54000,63000
Spring%202016,24190,POLS2070-S01,POLS2070,Public Opinion,13,14,Blistein House 101,T,46800,55800
Spring%202016,24191,POLS2090D-S01,POLS2090D,Models of Excellence in Comparative Research: Classic Works and the Scholars Who Produced Them,6,14,Prospect House 102,T,36000,45000
Spring%202016,24189,POLS2051-S01,POLS2051,Preparing the Prospectus II,3,14,Prospect House 102,W,50400,59400
Spring%202016,26117,POLS2100-S01,POLS2100,Proseminar in American Politics,7,14,Prospect House 102,M,57600,66600
Spring%202016,24194,POLS2220-S01,POLS2220,Urban Politics,11,14,Prospect House 102,M,36000,45000
Spring%202016,25548,POLS2150-S02,POLS2150,"Democratic Theory, Justice, and the Law",10,14,Blistein House 101,T,37800,46200
Spring%202016,25184,POLS2122-S01,POLS2122,Writing and Methods in Political Theory II,9,14,Prospect House 102,R,43200,52200
Spring%202016,24192,POLS2140-S01,POLS2140,Post Cold War Conflict,7,14,Prospect House 102,M,46800,55800
Spring%202016,24197,POLS2330-S01,POLS2330,Politics in India,6,14,Prospect House 102,T,46800,55800
Spring%202016,24198,POLS2590-S01,POLS2590,Quantitative Research Methods,0,14,Prospect House 102,R,54000,63000
Spring%202016,24757,GRMN0200-S03,GRMN0200,Beginning German,4,18,Barus & Holley 155,T,43200,46200
Spring%202016,24747,GRMN0110-S01,GRMN0110,Intensive Beginning German,5,16,190 Hope Street 203,T,32400,37200
Spring%202016,24756,GRMN0200-S02,GRMN0200,Beginning German,6,18,190 Hope Street 203,M,43200,46200
Spring%202016,24755,GRMN0200-S01,GRMN0200,Beginning German,3,18,190 Hope Street 203,M,39600,42600
Spring%202016,24759,GRMN0400-S02,GRMN0400,Intermediate German II,987,999,111 Thayer St-Watson Institute 116,R,43200,46200
Spring%202016,24758,GRMN0400-S01,GRMN0400,Intermediate German II,990,999,190 Hope Street 203,M,36000,39000
Spring%202016,24751,GRMN0600B-S01,GRMN0600B,Was ist Deutsch?,993,999,111 Thayer St-Watson Institute 114,M,36000,39000
Spring%202016,25082,GRMN1660O-S01,GRMN1660O,Contemporary German Crime Fiction ,983,999,111 Thayer St-Watson Institute 138,M,46800,49800
Spring%202016,25228,GRMN0990F-S01,GRMN0990F,Introduction to German Poetry ,995,999,190 Hope Street 203,T,37800,42600
