date,seafood,temp,windspeed,rain,snow
8:45 AM February 6 2016,0,-3.3,9.3,0,0
9:00 AM February 6 2016,0,-3.3,9.3,0,0
9:15 AM February 6 2016,0,-3.3,9.3,0,0
9:30 AM February 6 2016,0,-1.1,13.0,0,0
9:45 AM February 6 2016,0,-1.1,13.0,0,0
10:00 AM February 6 2016,0,-1.1,13.0,0,0
10:15 AM February 6 2016,0,-1.1,13.0,0,0
10:30 AM February 6 2016,0,-0.6,7.4,0,0
10:45 AM February 6 2016,0,-0.6,7.4,0,0
11:00 AM February 6 2016,0,-0.6,7.4,0,0
11:15 AM February 6 2016,0,-0.6,7.4,0,0
11:30 AM February 6 2016,0,1.1,11.1,0,0
11:45 AM February 6 2016,0,1.1,11.1,0,0
12:00 PM February 6 2016,0,1.1,11.1,0,0
12:15 PM February 6 2016,0,1.1,11.1,0,0
12:30 PM February 6 2016,0,1.1,14.8,0,0
12:45 PM February 6 2016,0,1.1,14.8,0,0
1:00 PM February 6 2016,0,1.1,14.8,0,0
1:15 PM February 6 2016,0,1.1,14.8,0,0
1:30 PM February 6 2016,0,1.7,13.0,0,0
1:45 PM February 6 2016,0,1.7,13.0,0,0
2:00 PM February 6 2016,0,1.7,13.0,0,0
2:15 PM February 6 2016,0,1.7,13.0,0,0
2:30 PM February 6 2016,0,1.7,22.2,0,0
2:45 PM February 6 2016,0,1.7,22.2,0,0
3:00 PM February 6 2016,0,1.7,22.2,0,0
3:15 PM February 6 2016,0,1.7,22.2,0,0
3:30 PM February 6 2016,0,1.1,16.7,0,0
3:45 PM February 6 2016,0,1.1,16.7,0,0
4:00 PM February 6 2016,0,1.1,16.7,0,0
4:15 PM February 6 2016,0,1.1,16.7,0,0
4:30 PM February 6 2016,0,0.6,16.7,0,0
4:45 PM February 6 2016,0,0.6,16.7,0,0
5:00 PM February 6 2016,0,0.6,16.7,0,0
5:15 PM February 6 2016,0,0.6,16.7,0,0
5:30 PM February 6 2016,0,0.0,13.0,0,0
5:45 PM February 6 2016,0,0.0,13.0,0,0
6:00 PM February 6 2016,0,0.0,13.0,0,0
6:15 PM February 6 2016,0,0.0,13.0,0,0
6:30 PM February 6 2016,0,-0.6,11.1,0,0
6:45 PM February 6 2016,0,-0.6,11.1,0,0
7:00 PM February 6 2016,0,-0.6,11.1,0,0
7:15 PM February 6 2016,0,-0.6,11.1,0,0
7:30 PM February 6 2016,0,0.0,14.8,0,0
7:30 AM February 8 2016,0,-1.7,38.9,0,1
7:45 AM February 8 2016,0,-1.7,38.9,0,1
8:00 AM February 8 2016,0,-1.7,38.9,0,1
8:15 AM February 8 2016,0,-1.7,38.9,0,1
8:30 AM February 8 2016,0,-2.2,29.6,0,1
8:45 AM February 8 2016,0,-3.0,42.6,0,1
9:00 AM February 8 2016,0,-2.8,35.2,0,1
9:15 AM February 8 2016,0,-3.9,37.0,0,1
9:30 AM February 8 2016,0,-3.9,37.0,0,1
9:45 AM February 8 2016,0,-5.0,38.9,0,1
10:00 AM February 8 2016,0,-5.0,35.2,0,1
10:15 AM February 8 2016,0,-5.0,35.2,0,1
10:30 AM February 8 2016,0,-6.1,37.0,0,1
10:45 AM February 8 2016,0,-6.1,37.0,0,1
11:00 AM February 8 2016,0,-6.1,40.7,0,1
11:15 AM February 8 2016,0,-6.7,31.5,0,1
11:30 AM February 8 2016,0,-6.7,31.5,0,1
11:45 AM February 8 2016,0,-6.7,37.0,0,1
12:00 PM February 8 2016,0,-6.7,31.5,0,1
12:15 PM February 8 2016,0,-6.7,31.5,0,1
12:30 PM February 8 2016,0,-6.7,35.2,0,1
12:45 PM February 8 2016,0,-6.7,38.9,0,1
1:00 PM February 8 2016,0,-6.7,38.9,0,1
1:15 PM February 8 2016,0,-6.7,35.2,0,1
1:30 PM February 8 2016,0,-6.7,40.7,0,1
1:45 PM February 8 2016,0,-6.7,40.7,0,1
2:00 PM February 8 2016,0,-6.1,35.2,0,1
2:15 PM February 8 2016,0,-6.1,33.3,0,1
2:30 PM February 8 2016,0,-6.1,38.9,0,1
2:45 PM February 8 2016,0,-6.1,35.2,0,1
3:00 PM February 8 2016,0,-6.1,35.2,0,1
3:15 PM February 8 2016,0,-6.1,35.2,0,1
3:30 PM February 8 2016,0,-6.1,33.3,0,1
3:45 PM February 8 2016,0,-6.1,33.3,0,1
4:00 PM February 8 2016,0,-6.1,33.3,0,1
4:15 PM February 8 2016,0,-6.1,33.3,0,1
4:30 PM February 8 2016,0,-5.6,27.8,0,1
4:45 PM February 8 2016,0,-5.6,27.8,0,1
5:00 PM February 8 2016,0,-5.6,27.8,0,1
5:15 PM February 8 2016,0,-5.6,27.8,0,1
5:30 PM February 8 2016,0,-6.1,25.9,0,1
5:45 PM February 8 2016,0,-6.1,25.9,0,1
6:00 PM February 8 2016,0,-6.1,25.9,0,1
6:15 PM February 8 2016,0,-6.1,25.9,0,1
6:30 PM February 8 2016,0,-6.1,22.2,0,1
6:45 PM February 8 2016,0,-6.1,22.2,0,1
7:00 PM February 8 2016,0,-6.1,22.2,0,1
7:15 PM February 8 2016,0,-6.1,22.2,0,1
7:30 PM February 8 2016,0,-6.1,25.9,0,1
8:00 AM February 9 2016,0,-5.6,14.8,0,0
8:15 AM February 9 2016,0,-5.6,14.8,0,0
8:30 AM February 9 2016,0,-5.6,14.8,0,0
8:45 AM February 9 2016,0,-5.6,14.8,0,0
9:00 AM February 9 2016,0,-5.6,14.8,0,0
9:15 AM February 9 2016,0,-5.6,14.8,0,0
9:30 AM February 9 2016,0,-5.0,13.0,0,0
9:45 AM February 9 2016,0,-5.0,13.0,0,0
10:00 AM February 9 2016,0,-5.0,18.5,0,0
10:15 AM February 9 2016,0,-5.0,18.5,0,0
10:30 AM February 9 2016,0,-3.9,16.7,0,0
10:45 AM February 9 2016,0,-3.9,16.7,0,0
11:00 AM February 9 2016,0,-3.9,16.7,0,0
11:15 AM February 9 2016,0,-3.9,16.7,0,0
11:30 AM February 9 2016,0,-2.8,18.5,0,0
11:45 AM February 9 2016,0,-2.8,18.5,0,0
12:00 PM February 9 2016,0,-2.8,18.5,0,0
12:15 PM February 9 2016,0,-2.8,18.5,0,0
12:30 PM February 9 2016,0,-1.7,13.0,0,0
12:45 PM February 9 2016,0,-1.7,13.0,0,0
1:00 PM February 9 2016,0,-1.7,13.0,0,0
1:15 PM February 9 2016,0,-1.7,13.0,0,0
1:30 PM February 9 2016,0,-1.7,16.7,0,0
1:45 PM February 9 2016,0,-1.7,16.7,0,0
2:00 PM February 9 2016,0,-1.7,16.7,0,0
2:15 PM February 9 2016,0,-1.7,16.7,0,0
2:30 PM February 9 2016,0,-1.1,13.0,0,0
2:45 PM February 9 2016,0,-1.1,13.0,0,0
3:00 PM February 9 2016,0,-1.1,13.0,0,0
3:15 PM February 9 2016,0,-1.1,13.0,0,0
3:30 PM February 9 2016,0,-1.1,14.8,0,0
3:45 PM February 9 2016,0,-1.1,14.8,0,0
4:00 PM February 9 2016,0,-1.1,14.8,0,0
4:15 PM February 9 2016,0,-1.1,14.8,0,0
4:30 PM February 9 2016,0,-1.1,7.4,0,0
4:45 PM February 9 2016,0,-1.1,7.4,0,0
5:00 PM February 9 2016,0,-1.1,7.4,0,0
5:15 PM February 9 2016,0,-1.1,7.4,0,0
5:30 PM February 9 2016,0,-1.7,5.6,0,0
5:45 PM February 9 2016,0,-1.7,5.6,0,0
6:00 PM February 9 2016,0,-1.7,5.6,0,0
6:15 PM February 9 2016,0,-1.7,5.6,0,0
6:30 PM February 9 2016,0,-1.7,11.1,0,0
6:45 PM February 9 2016,0,-1.7,11.1,0,0
7:00 PM February 9 2016,0,-1.7,11.1,0,0
7:15 PM February 9 2016,0,-1.7,11.1,0,0
7:30 PM February 9 2016,0,-1.7,5.6,0,0
7:30 AM February 10 2016,0,-3.3,0.0,0,1
7:45 AM February 10 2016,0,-3.3,0.0,0,1
8:00 AM February 10 2016,0,-3.3,0.0,0,1
8:15 AM February 10 2016,0,-3.3,0.0,0,1
8:30 AM February 10 2016,0,-2.8,0.0,0,1
8:45 AM February 10 2016,0,-3.0,0.0,0,1
9:00 AM February 10 2016,0,-2.2,0.0,0,1
9:15 AM February 10 2016,0,-1.1,0.0,0,1
9:30 AM February 10 2016,0,-1.1,0.0,0,1
9:45 AM February 10 2016,0,-1.1,0.0,0,1
10:00 AM February 10 2016,0,-1.1,0.0,0,0
10:15 AM February 10 2016,0,-1.1,0.0,0,0
10:30 AM February 10 2016,0,0.0,0.0,0,1
10:45 AM February 10 2016,0,0.0,0.0,0,1
11:00 AM February 10 2016,1,0.0,0.0,0,1
11:15 AM February 10 2016,1,0.0,0.0,0,1
11:30 AM February 10 2016,1,1.0,0.0,0,1
11:45 AM February 10 2016,1,1.0,0.0,0,1
12:00 PM February 10 2016,1,1.1,0.0,0,1
12:15 PM February 10 2016,1,1.1,0.0,0,1
12:30 PM February 10 2016,1,1.1,0.0,0,1
12:45 PM February 10 2016,1,1.1,0.0,0,1
1:00 PM February 10 2016,1,1.1,0.0,0,1
1:15 PM February 10 2016,1,1.7,0.0,0,1
1:30 PM February 10 2016,1,1.7,0.0,0,1
1:45 PM February 10 2016,1,0.6,5.6,0,1
2:00 PM February 10 2016,1,0.6,5.6,0,1
2:15 PM February 10 2016,1,0.6,0.0,0,1
2:30 PM February 10 2016,1,0.0,5.6,0,1
2:45 PM February 10 2016,1,0.6,0.0,0,1
3:00 PM February 10 2016,1,0.6,0.0,0,1
3:15 PM February 10 2016,1,0.6,0.0,0,1
3:30 PM February 10 2016,1,1.1,5.6,0,0
3:45 PM February 10 2016,1,1.1,5.6,0,0
4:00 PM February 10 2016,0,1.1,5.6,0,0
4:15 PM February 10 2016,0,1.1,5.6,0,0
4:30 PM February 10 2016,0,1.7,11.1,0,0
4:45 PM February 10 2016,0,1.7,11.1,0,0
5:00 PM February 10 2016,0,1.7,11.1,0,0
5:15 PM February 10 2016,0,1.7,11.1,0,0
5:30 PM February 10 2016,0,1.1,9.3,0,0
5:45 PM February 10 2016,0,1.1,9.3,0,0
6:00 PM February 10 2016,0,1.1,9.3,0,0
6:15 PM February 10 2016,0,1.1,9.3,0,0
6:30 PM February 10 2016,0,0.0,5.6,0,0
6:45 PM February 10 2016,0,0.0,5.6,0,0
7:00 PM February 10 2016,0,0.0,5.6,0,0
7:15 PM February 10 2016,0,0.0,5.6,0,0
7:30 PM February 10 2016,0,-0.6,11.1,0,0
8:00 AM February 11 2016,0,-3.3,20.4,0,0
8:15 AM February 11 2016,0,-3.3,20.4,0,0
8:30 AM February 11 2016,0,-3.3,20.4,0,0
8:45 AM February 11 2016,0,-3.3,20.4,0,0
9:00 AM February 11 2016,0,-3.3,20.4,0,0
9:15 AM February 11 2016,0,-3.3,22.2,0,0
9:30 AM February 11 2016,0,-3.3,22.2,0,0
9:45 AM February 11 2016,0,-3.9,22.2,0,1
10:00 AM February 11 2016,0,-3.3,22.2,0,1
10:15 AM February 11 2016,0,-3.3,22.2,0,1
10:30 AM February 11 2016,0,-3.3,22.2,0,0
10:45 AM February 11 2016,0,-3.3,22.2,0,0
11:00 AM February 11 2016,0,-3.3,22.2,0,0
11:15 AM February 11 2016,0,-3.3,22.2,0,0
11:30 AM February 11 2016,0,-3.9,24.1,0,0
11:45 AM February 11 2016,0,-3.9,24.1,0,0
12:00 PM February 11 2016,0,-3.9,24.1,0,0
12:15 PM February 11 2016,0,-3.9,24.1,0,0
12:30 PM February 11 2016,0,-3.9,27.8,0,0
12:45 PM February 11 2016,0,-3.9,27.8,0,0
1:00 PM February 11 2016,0,-3.9,27.8,0,0
1:15 PM February 11 2016,0,-3.9,27.8,0,0
1:30 PM February 11 2016,0,-3.3,25.9,0,0
1:45 PM February 11 2016,0,-3.3,25.9,0,0
2:00 PM February 11 2016,0,-3.3,25.9,0,0
2:15 PM February 11 2016,0,-3.3,25.9,0,0
2:30 PM February 11 2016,0,-4.4,22.2,0,0
2:45 PM February 11 2016,0,-4.4,22.2,0,0
3:00 PM February 11 2016,0,-4.4,22.2,0,0
3:15 PM February 11 2016,0,-4.4,22.2,0,0
3:30 PM February 11 2016,0,-5.6,33.3,0,0
3:45 PM February 11 2016,0,-5.6,33.3,0,0
4:00 PM February 11 2016,0,-5.6,33.3,0,0
4:15 PM February 11 2016,0,-5.6,33.3,0,0
4:30 PM February 11 2016,0,-6.1,27.8,0,0
4:45 PM February 11 2016,0,-6.1,27.8,0,0
5:00 PM February 11 2016,0,-6.1,27.8,0,0
5:15 PM February 11 2016,0,-6.1,27.8,0,0
5:30 PM February 11 2016,0,-7.2,27.8,0,0
5:45 PM February 11 2016,0,-7.2,27.8,0,0
6:00 PM February 11 2016,0,-7.2,27.8,0,0
6:15 PM February 11 2016,0,-7.2,27.8,0,0
6:30 PM February 11 2016,0,-8.3,27.8,0,0
6:45 PM February 11 2016,0,-8.3,27.8,0,0
7:00 PM February 11 2016,0,-8.3,27.8,0,0
7:15 PM February 11 2016,0,-8.3,27.8,0,0
7:30 PM February 11 2016,0,-9.4,22.2,0,0
8:00 AM February 12 2016,0,-10.6,7.4,0,0
8:15 AM February 12 2016,0,-10.6,7.4,0,0
8:30 AM February 12 2016,0,-10.6,7.4,0,0
8:45 AM February 12 2016,0,-10.6,7.4,0,0
9:00 AM February 12 2016,0,-10.6,7.4,0,0
9:15 AM February 12 2016,0,-10.6,7.4,0,0
9:30 AM February 12 2016,0,-8.9,11.1,0,0
9:45 AM February 12 2016,0,-8.9,11.1,0,0
10:00 AM February 12 2016,0,-8.9,11.1,0,0
10:15 AM February 12 2016,0,-8.9,11.1,0,0
10:30 AM February 12 2016,0,-7.8,18.5,0,0
10:45 AM February 12 2016,0,-7.8,18.5,0,0
11:00 AM February 12 2016,0,-7.8,18.5,0,0
11:15 AM February 12 2016,0,-7.8,18.5,0,0
11:30 AM February 12 2016,0,-6.7,13.0,0,0
11:45 AM February 12 2016,0,-6.7,13.0,0,0
12:00 PM February 12 2016,0,-6.7,13.0,0,0
12:15 PM February 12 2016,0,-6.7,13.0,0,0
12:30 PM February 12 2016,0,-6.1,7.4,0,0
12:45 PM February 12 2016,0,-6.1,7.4,0,0
1:00 PM February 12 2016,0,-6.1,7.4,0,0
1:15 PM February 12 2016,0,-6.1,7.4,0,0
1:30 PM February 12 2016,0,-5.6,9.3,0,0
1:45 PM February 12 2016,0,-5.6,9.3,0,0
2:00 PM February 12 2016,0,-5.6,9.3,0,0
2:15 PM February 12 2016,0,-5.6,9.3,0,0
2:30 PM February 12 2016,0,-5.0,16.7,0,0
2:45 PM February 12 2016,0,-5.0,16.7,0,0
3:00 PM February 12 2016,0,-5.0,16.7,0,0
3:15 PM February 12 2016,0,-5.0,16.7,0,0
3:30 PM February 12 2016,0,-5.6,18.5,0,0
3:45 PM February 12 2016,0,-5.6,18.5,0,0
4:00 PM February 12 2016,1,-5.6,18.5,0,0
4:15 PM February 12 2016,1,-5.6,18.5,0,0
4:30 PM February 12 2016,1,-5.6,11.1,0,0
4:45 PM February 12 2016,1,-5.6,11.1,0,0
5:00 PM February 12 2016,1,-5.6,11.1,0,0
5:15 PM February 12 2016,1,-5.6,11.1,0,0
5:30 PM February 12 2016,1,-5.6,14.8,0,0
5:45 PM February 12 2016,1,-5.6,14.8,0,0
6:00 PM February 12 2016,1,-5.6,14.8,0,0
6:15 PM February 12 2016,1,-5.6,14.8,0,0
6:30 PM February 12 2016,1,-5.6,5.6,0,0
6:45 PM February 12 2016,1,-5.6,5.6,0,0
7:00 PM February 12 2016,1,-5.6,5.6,0,0
7:15 PM February 12 2016,1,-5.6,5.6,0,0
7:30 PM February 12 2016,1,-6.1,9.3,0,0
8:00 AM February 13 2016,0,-6.7,20.4,0,0
8:15 AM February 13 2016,0,-6.7,20.4,0,0
8:30 AM February 13 2016,0,-6.7,20.4,0,0
8:45 AM February 13 2016,0,-6.7,20.4,0,0
9:00 AM February 13 2016,0,-6.7,20.4,0,0
9:15 AM February 13 2016,0,-6.7,20.4,0,0
9:30 AM February 13 2016,0,-5.6,20.4,0,0
9:45 AM February 13 2016,0,-5.6,20.4,0,0
10:00 AM February 13 2016,0,-5.6,20.4,0,0
10:15 AM February 13 2016,0,-5.6,20.4,0,0
10:30 AM February 13 2016,0,-5.6,29.6,0,0
10:45 AM February 13 2016,0,-5.6,29.6,0,0
11:00 AM February 13 2016,0,-5.6,29.6,0,0
11:15 AM February 13 2016,0,-5.6,29.6,0,0
11:30 AM February 13 2016,0,-5.0,37.0,0,0
11:45 AM February 13 2016,0,-5.0,37.0,0,0
12:00 PM February 13 2016,0,-5.0,37.0,0,0
12:15 PM February 13 2016,0,-5.0,37.0,0,0
12:30 PM February 13 2016,0,-6.1,22.2,0,0
12:45 PM February 13 2016,0,-6.1,22.2,0,0
1:00 PM February 13 2016,0,-6.1,22.2,0,0
1:15 PM February 13 2016,0,-6.1,22.2,0,0
1:30 PM February 13 2016,0,-6.7,40.7,0,0
1:45 PM February 13 2016,0,-6.7,40.7,0,0
2:00 PM February 13 2016,0,-6.7,40.7,0,0
2:15 PM February 13 2016,0,-6.7,40.7,0,0
2:30 PM February 13 2016,0,-8.3,44.4,0,0
2:45 PM February 13 2016,0,-8.3,44.4,0,0
3:00 PM February 13 2016,0,-8.3,44.4,0,0
3:15 PM February 13 2016,0,-8.3,44.4,0,0
3:30 PM February 13 2016,0,-10.0,35.2,0,0
3:45 PM February 13 2016,0,-10.0,35.2,0,0
4:00 PM February 13 2016,0,-10.0,35.2,0,0
4:15 PM February 13 2016,0,-10.0,35.2,0,0
4:30 PM February 13 2016,0,-12.8,35.2,0,0
4:45 PM February 13 2016,0,-12.8,35.2,0,0
5:00 PM February 13 2016,0,-12.8,35.2,0,0
5:15 PM February 13 2016,0,-12.8,35.2,0,0
5:30 PM February 13 2016,0,-14.4,33.3,0,0
5:45 PM February 13 2016,0,-14.4,33.3,0,0
6:00 PM February 13 2016,0,-14.4,33.3,0,0
6:15 PM February 13 2016,0,-14.4,33.3,0,0
6:30 PM February 13 2016,0,-16.1,33.3,0,0
6:45 PM February 13 2016,0,-16.1,33.3,0,0
7:00 PM February 13 2016,0,-16.1,33.3,0,0
7:15 PM February 13 2016,0,-16.1,33.3,0,0
7:30 PM February 13 2016,0,-16.7,37.0,0,0
8:00 AM February 15 2016,0,-15.0,0.0,0,0
8:15 AM February 15 2016,0,-15.0,0.0,0,0
8:30 AM February 15 2016,0,-15.0,0.0,0,0
8:45 AM February 15 2016,0,-15.0,0.0,0,0
9:00 AM February 15 2016,0,-15.0,0.0,0,0
9:15 AM February 15 2016,0,-15.0,0.0,0,0
9:30 AM February 15 2016,0,-11.7,0.0,0,0
9:45 AM February 15 2016,0,-11.7,0.0,0,0
10:00 AM February 15 2016,0,-11.7,0.0,0,0
10:15 AM February 15 2016,0,-11.7,0.0,0,0
10:30 AM February 15 2016,0,-10.0,0.0,0,0
10:45 AM February 15 2016,0,-10.0,0.0,0,0
11:00 AM February 15 2016,0,-10.0,0.0,0,0
11:15 AM February 15 2016,0,-10.0,0.0,0,0
11:30 AM February 15 2016,0,-8.9,5.6,0,0
11:45 AM February 15 2016,0,-8.9,5.6,0,0
12:00 PM February 15 2016,0,-8.9,5.6,0,0
12:15 PM February 15 2016,0,-8.9,5.6,0,0
12:30 PM February 15 2016,0,-7.8,5.6,0,0
12:45 PM February 15 2016,0,-7.8,5.6,0,0
1:00 PM February 15 2016,0,-7.8,5.6,0,0
1:15 PM February 15 2016,0,-7.8,5.6,0,0
1:30 PM February 15 2016,0,-7.2,5.6,0,1
1:45 PM February 15 2016,0,-7.2,5.6,0,1
2:00 PM February 15 2016,0,-7.2,5.6,0,1
2:15 PM February 15 2016,0,-7.2,5.6,0,1
2:30 PM February 15 2016,0,-6.7,7.4,0,1
2:45 PM February 15 2016,0,-6.7,7.4,0,1
3:00 PM February 15 2016,0,-6.7,7.4,0,1
3:15 PM February 15 2016,0,-6.7,7.4,0,1
3:30 PM February 15 2016,0,-6.1,9.3,0,1
3:45 PM February 15 2016,0,-6.1,9.3,0,1
4:00 PM February 15 2016,0,-6.1,9.3,0,1
4:15 PM February 15 2016,0,-6.1,13.0,0,1
4:30 PM February 15 2016,0,-6.1,13.0,0,1
4:45 PM February 15 2016,0,-5.6,11.1,0,1
5:00 PM February 15 2016,0,-5.6,11.1,0,1
5:15 PM February 15 2016,0,-5.6,11.1,0,1
5:30 PM February 15 2016,0,-5.6,11.1,0,1
5:45 PM February 15 2016,0,-5.6,11.1,0,1
6:00 PM February 15 2016,0,-5.6,11.1,0,1
6:15 PM February 15 2016,0,-5.6,14.8,0,1
6:30 PM February 15 2016,0,-5.6,14.8,0,1
6:45 PM February 15 2016,0,-5.6,13.0,0,1
7:00 PM February 15 2016,0,-5.6,13.0,0,1
7:15 PM February 15 2016,0,-5.6,13.0,0,1
7:30 PM February 15 2016,0,-5.6,13.0,0,1
8:00 AM February 16 2016,0,8.3,20.4,0,0
8:15 AM February 16 2016,0,8.3,20.4,0,0
8:30 AM February 16 2016,0,8.3,20.4,0,0
8:45 AM February 16 2016,0,8.3,20.4,0,0
9:00 AM February 16 2016,0,8.3,20.4,0,0
9:15 AM February 16 2016,0,8.3,20.4,0,0
9:30 AM February 16 2016,0,8.9,25.9,0,0
9:45 AM February 16 2016,0,8.9,25.9,0,0
10:00 AM February 16 2016,0,8.9,25.9,0,0
10:15 AM February 16 2016,0,9.4,31.5,0,0
10:30 AM February 16 2016,0,9.4,31.5,0,0
10:45 AM February 16 2016,0,9.4,16.7,0,0
11:00 AM February 16 2016,0,9.4,16.7,0,0
11:15 AM February 16 2016,0,9.4,16.7,0,0
11:30 AM February 16 2016,0,9.4,24.1,0,0
11:45 AM February 16 2016,0,9.4,24.1,0,0
12:00 PM February 16 2016,0,9.4,25.9,0,0
12:15 PM February 16 2016,0,9.4,25.9,0,0
12:30 PM February 16 2016,0,9.4,27.8,0,0
12:45 PM February 16 2016,0,10.0,31.5,0,0
1:00 PM February 16 2016,0,10.0,31.5,0,0
1:15 PM February 16 2016,0,9.4,33.3,1,0
1:30 PM February 16 2016,0,9.4,37.0,0,0
1:45 PM February 16 2016,0,9.4,29.6,0,0
2:00 PM February 16 2016,0,9.4,29.6,0,0
2:15 PM February 16 2016,0,9.4,29.6,0,0
2:30 PM February 16 2016,0,10.0,33.3,0,0
2:45 PM February 16 2016,0,10.0,33.3,0,0
3:00 PM February 16 2016,0,10.0,31.5,0,0
3:15 PM February 16 2016,0,10.6,31.5,0,0
3:30 PM February 16 2016,0,11.1,42.6,0,0
3:45 PM February 16 2016,0,11.1,44.4,1,0
4:00 PM February 16 2016,0,11.1,37.0,1,0
4:15 PM February 16 2016,0,11.1,38.9,1,0
4:30 PM February 16 2016,0,11.1,38.9,1,0
4:45 PM February 16 2016,0,11.7,42.6,1,0
5:00 PM February 16 2016,0,11.7,44.4,1,0
5:15 PM February 16 2016,0,11.7,35.2,1,0
5:30 PM February 16 2016,0,11.7,35.2,1,0
5:45 PM February 16 2016,0,11.7,42.6,1,0
6:00 PM February 16 2016,0,11.7,42.6,1,0
6:15 PM February 16 2016,0,11.7,42.6,1,0
6:30 PM February 16 2016,0,11.0,37.0,0,0
6:45 PM February 16 2016,0,11.0,37.0,0,0
7:00 PM February 16 2016,0,11.1,38.9,0,0
7:15 PM February 16 2016,0,11.1,38.9,0,0
7:30 PM February 16 2016,0,9.4,20.4,0,0
8:00 AM February 17 2016,0,2.8,18.5,0,0
8:15 AM February 17 2016,0,2.8,18.5,0,0
8:30 AM February 17 2016,0,2.8,18.5,0,0
8:45 AM February 17 2016,0,2.8,18.5,0,0
9:00 AM February 17 2016,0,2.8,18.5,0,0
9:15 AM February 17 2016,0,2.8,18.5,0,0
9:30 AM February 17 2016,0,4.4,16.7,0,0
9:45 AM February 17 2016,0,4.4,16.7,0,0
10:00 AM February 17 2016,0,4.4,16.7,0,0
10:15 AM February 17 2016,0,4.4,16.7,0,0
10:30 AM February 17 2016,0,6.1,14.8,0,0
10:45 AM February 17 2016,0,6.1,14.8,0,0
11:00 AM February 17 2016,0,6.1,14.8,0,0
11:15 AM February 17 2016,0,6.1,14.8,0,0
11:30 AM February 17 2016,0,6.7,18.5,0,0
11:45 AM February 17 2016,0,6.7,18.5,0,0
12:00 PM February 17 2016,0,6.7,18.5,0,0
12:15 PM February 17 2016,0,6.7,18.5,0,0
12:30 PM February 17 2016,0,6.7,11.1,0,0
12:45 PM February 17 2016,0,6.7,11.1,0,0
1:00 PM February 17 2016,0,6.7,11.1,0,0
1:15 PM February 17 2016,0,6.7,11.1,0,0
1:30 PM February 17 2016,0,7.8,16.7,0,0
1:45 PM February 17 2016,0,7.8,16.7,0,0
2:00 PM February 17 2016,0,7.8,16.7,0,0
2:15 PM February 17 2016,0,7.8,16.7,0,0
2:30 PM February 17 2016,0,6.7,18.5,0,0
2:45 PM February 17 2016,0,6.7,18.5,0,0
3:00 PM February 17 2016,0,6.7,18.5,0,0
3:15 PM February 17 2016,0,6.7,18.5,0,0
3:30 PM February 17 2016,0,5.0,25.9,0,0
3:45 PM February 17 2016,0,5.0,25.9,0,0
4:00 PM February 17 2016,0,5.0,25.9,0,0
4:15 PM February 17 2016,0,5.0,25.9,0,0
4:30 PM February 17 2016,0,2.8,22.2,0,0
4:45 PM February 17 2016,0,2.8,22.2,0,0
5:00 PM February 17 2016,0,2.8,22.2,0,0
5:15 PM February 17 2016,0,2.8,22.2,0,0
5:30 PM February 17 2016,0,2.2,13.0,0,0
5:45 PM February 17 2016,0,2.2,13.0,0,0
6:00 PM February 17 2016,0,2.2,13.0,0,0
6:15 PM February 17 2016,0,2.2,13.0,0,0
6:30 PM February 17 2016,0,1.7,9.3,0,0
6:45 PM February 17 2016,0,1.7,9.3,0,0
7:00 PM February 17 2016,0,1.7,9.3,0,0
7:15 PM February 17 2016,0,1.7,9.3,0,0
7:30 PM February 17 2016,0,1.7,13.0,0,0
8:00 AM February 18 2016,0,-1.1,18.5,0,0
8:15 AM February 18 2016,0,-1.1,18.5,0,0
8:30 AM February 18 2016,0,-1.1,18.5,0,0
8:45 AM February 18 2016,0,-1.1,18.5,0,0
9:00 AM February 18 2016,0,-1.1,18.5,0,0
9:15 AM February 18 2016,0,-1.1,18.5,0,0
9:30 AM February 18 2016,0,0.0,18.5,0,0
9:45 AM February 18 2016,0,0.0,18.5,0,0
10:00 AM February 18 2016,0,0.0,18.5,0,0
10:15 AM February 18 2016,0,0.0,18.5,0,0
10:30 AM February 18 2016,0,0.6,27.8,0,0
10:45 AM February 18 2016,0,0.6,27.8,0,0
11:00 AM February 18 2016,0,0.6,27.8,0,0
11:15 AM February 18 2016,0,0.6,27.8,0,0
11:30 AM February 18 2016,0,1.7,24.1,0,0
11:45 AM February 18 2016,0,1.7,24.1,0,0
12:00 PM February 18 2016,0,1.7,24.1,0,0
12:15 PM February 18 2016,0,1.7,24.1,0,0
12:30 PM February 18 2016,0,2.2,20.4,0,0
12:45 PM February 18 2016,0,2.2,20.4,0,0
1:00 PM February 18 2016,0,2.2,20.4,0,0
1:15 PM February 18 2016,0,2.2,20.4,0,0
1:30 PM February 18 2016,0,2.2,27.8,0,0
1:45 PM February 18 2016,0,2.2,27.8,0,0
2:00 PM February 18 2016,0,2.2,27.8,0,0
2:15 PM February 18 2016,0,2.2,27.8,0,0
2:30 PM February 18 2016,0,2.2,22.2,0,0
2:45 PM February 18 2016,0,2.2,22.2,0,0
3:00 PM February 18 2016,0,2.2,22.2,0,0
3:15 PM February 18 2016,0,2.2,22.2,0,0
3:30 PM February 18 2016,0,2.2,29.6,0,0
3:45 PM February 18 2016,0,2.2,29.6,0,0
4:00 PM February 18 2016,1,2.2,29.6,0,0
4:15 PM February 18 2016,1,2.2,29.6,0,0
4:30 PM February 18 2016,1,0.0,22.2,0,0
